EN,EN_without_numbers,,FR_without_numbers,numbers,FR
2086-149220-0003 SUMMER SQUASHES ALMOST IN THEIR GOLDEN BLOSSOM CUCUMBERS NOW EVINCING A TENDENCY TO SPREAD AWAY FROM THE MAIN STOCK AND RAMBLE FAR AND WIDE TWO OR THREE ROWS OF STRING BEANS AND AS MANY MORE THAT WERE ABOUT TO FESTOON THEMSELVES ON POLES TOMATOES OCCUPYING A SITE SO SHELTERED AND SUNNY THAT THE PLANTS WERE ALREADY GIGANTIC AND PROMISED AN EARLY AND ABUNDANT HARVEST,SUMMER SQUASHES ALMOST IN THEIR GOLDEN BLOSSOM CUCUMBERS NOW EVINCING A TENDENCY TO SPREAD AWAY FROM THE MAIN STOCK AND RAMBLE FAR AND WIDE TWO OR THREE ROWS OF STRING BEANS AND AS MANY MORE THAT WERE ABOUT TO FESTOON THEMSELVES ON POLES TOMATOES OCCUPYING A SITE SO SHELTERED AND SUNNY THAT THE PLANTS WERE ALREADY GIGANTIC AND PROMISED AN EARLY AND ABUNDANT HARVEST,,Les courges d'été presque dans leurs concombres en fleurs dorées expliquant maintenant une tendance à se propager loin du stock principal et de la randonnée loin et de deux ou trois rangées de haricots string et autant d'autres qui étaient sur le point de se festonner sur des tomates à poteaux occupant un site si abrité et Sunny que les plantes étaient déjà gigantesques et ont promis une récolte précoce et abondante,2086-149220-0003 ,2086-149220-0003 Les courges d'été presque dans leurs concombres en fleurs dorées expliquant maintenant une tendance à se propager loin du stock principal et de la randonnée loin et de deux ou trois rangées de haricots string et autant d'autres qui étaient sur le point de se festonner sur des tomates à poteaux occupant un site si abrité et Sunny que les plantes étaient déjà gigantesques et ont promis une récolte précoce et abondante
2086-149220-0004 PHOEBE WONDERED WHOSE CARE AND TOIL IT COULD HAVE BEEN THAT HAD PLANTED THESE VEGETABLES AND KEPT THE SOIL SO CLEAN AND ORDERLY,PHOEBE WONDERED WHOSE CARE AND TOIL IT COULD HAVE BEEN THAT HAD PLANTED THESE VEGETABLES AND KEPT THE SOIL SO CLEAN AND ORDERLY,,Phoebe se demandait dont il aurait pu être le soin et le travail qui avaient planté ces légumes et gardé le sol si propre et ordonné,2086-149220-0004 ,2086-149220-0004 Phoebe se demandait dont il aurait pu être le soin et le travail qui avaient planté ces légumes et gardé le sol si propre et ordonné
2086-149220-0005 BEES TOO STRANGE TO SAY HAD THOUGHT IT WORTH THEIR WHILE TO COME HITHER POSSIBLY FROM THE RANGE OF HIVES BESIDE SOME FARM HOUSE MILES AWAY,BEES TOO STRANGE TO SAY HAD THOUGHT IT WORTH THEIR WHILE TO COME HITHER POSSIBLY FROM THE RANGE OF HIVES BESIDE SOME FARM HOUSE MILES AWAY,,Les abeilles trop étranges pour dire avaient pensé que cela valait la peine de venir ici peut-être de la gamme des ruches à côté de quelques kilomètres de ferme à des kilomètres,2086-149220-0005 ,2086-149220-0005 Les abeilles trop étranges pour dire avaient pensé que cela valait la peine de venir ici peut-être de la gamme des ruches à côté de quelques kilomètres de ferme à des kilomètres
2086-149220-0006 THIS WAS A FOUNTAIN SET ROUND WITH A RIM OF OLD MOSSY STONES AND PAVED IN ITS BED WITH WHAT APPEARED TO BE A SORT OF MOSAIC WORK OF VARIOUSLY COLORED PEBBLES,THIS WAS A FOUNTAIN SET ROUND WITH A RIM OF OLD MOSSY STONES AND PAVED IN ITS BED WITH WHAT APPEARED TO BE A SORT OF MOSAIC WORK OF VARIOUSLY COLORED PEBBLES,,C'était une fontaine tournée avec une jante de vieilles pierres moussies et pavée dans son lit avec ce qui semblait être une sorte de travail mosaïque de cailloux de couleurs diverses,2086-149220-0006 ,2086-149220-0006 C'était une fontaine tournée avec une jante de vieilles pierres moussies et pavée dans son lit avec ce qui semblait être une sorte de travail mosaïque de cailloux de couleurs diverses
2086-149220-0007 IT NOW CONTAINED ONLY CHANTICLEER HIS TWO WIVES AND A SOLITARY CHICKEN,IT NOW CONTAINED ONLY CHANTICLEER HIS TWO WIVES AND A SOLITARY CHICKEN,,Il ne contenait plus que le chanticleer ses deux femmes et un poulet solitaire,2086-149220-0007 ,2086-149220-0007 Il ne contenait plus que le chanticleer ses deux femmes et un poulet solitaire
2086-149220-0008 IT WAS EVIDENT THAT THE RACE HAD DEGENERATED LIKE MANY A NOBLE RACE BESIDES IN CONSEQUENCE OF TOO STRICT A WATCHFULNESS TO KEEP IT PURE,IT WAS EVIDENT THAT THE RACE HAD DEGENERATED LIKE MANY A NOBLE RACE BESIDES IN CONSEQUENCE OF TOO STRICT A WATCHFULNESS TO KEEP IT PURE,,Il était évident que la course avait dégénéré comme beaucoup de nobles race en plus en conséquence d'une vigilance trop stricte pour le garder pur,2086-149220-0008 ,2086-149220-0008 Il était évident que la course avait dégénéré comme beaucoup de nobles race en plus en conséquence d'une vigilance trop stricte pour le garder pur
2086-149220-0009 THESE FEATHERED PEOPLE HAD EXISTED TOO LONG IN THEIR DISTINCT VARIETY A FACT OF WHICH THE PRESENT REPRESENTATIVES JUDGING BY THEIR LUGUBRIOUS DEPORTMENT SEEMED TO BE AWARE,THESE FEATHERED PEOPLE HAD EXISTED TOO LONG IN THEIR DISTINCT VARIETY A FACT OF WHICH THE PRESENT REPRESENTATIVES JUDGING BY THEIR LUGUBRIOUS DEPORTMENT SEEMED TO BE AWARE,,Ces personnes à plumes avaient existé trop longtemps dans leur variété distincte un fait dont les représentants actuels à en juger par leur déportation lugubre semblaient être conscients,2086-149220-0009 ,2086-149220-0009 Ces personnes à plumes avaient existé trop longtemps dans leur variété distincte un fait dont les représentants actuels à en juger par leur déportation lugubre semblaient être conscients
2086-149220-0010 THEY KEPT THEMSELVES ALIVE UNQUESTIONABLY AND LAID NOW AND THEN AN EGG AND HATCHED A CHICKEN NOT FOR ANY PLEASURE OF THEIR OWN BUT THAT THE WORLD MIGHT NOT ABSOLUTELY LOSE WHAT HAD ONCE BEEN SO ADMIRABLE A BREED OF FOWLS,THEY KEPT THEMSELVES ALIVE UNQUESTIONABLY AND LAID NOW AND THEN AN EGG AND HATCHED A CHICKEN NOT FOR ANY PLEASURE OF THEIR OWN BUT THAT THE WORLD MIGHT NOT ABSOLUTELY LOSE WHAT HAD ONCE BEEN SO ADMIRABLE A BREED OF FOWLS,,Ils se sont gardés sans aucun doute et se sont allongés de temps en temps et ont élaboré un poulet non pas pour aucun plaisir qui leur,2086-149220-0010 ,2086-149220-0010 Ils se sont gardés sans aucun doute et se sont allongés de temps en temps et ont élaboré un poulet non pas pour aucun plaisir qui leur
2086-149220-0011 THE DISTINGUISHING MARK OF THE HENS WAS A CREST OF LAMENTABLY SCANTY GROWTH IN THESE LATTER DAYS BUT SO ODDLY AND WICKEDLY ANALOGOUS TO HEPZIBAH'S TURBAN THAT PHOEBE TO THE POIGNANT DISTRESS OF HER CONSCIENCE BUT INEVITABLY WAS LED TO FANCY A GENERAL RESEMBLANCE BETWIXT THESE FORLORN BIPEDS AND HER RESPECTABLE RELATIVE,THE DISTINGUISHING MARK OF THE HENS WAS A CREST OF LAMENTABLY SCANTY GROWTH IN THESE LATTER DAYS BUT SO ODDLY AND WICKEDLY ANALOGOUS TO HEPZIBAH'S TURBAN THAT PHOEBE TO THE POIGNANT DISTRESS OF HER CONSCIENCE BUT INEVITABLY WAS LED TO FANCY A GENERAL RESEMBLANCE BETWIXT THESE FORLORN BIPEDS AND HER RESPECTABLE RELATIVE,,"La marque distinctive des poules était une crête de croissance lamentablement légère de ces derniers jours, mais aussi étrangement et méconte Relatif respectable",2086-149220-0011 ,"2086-149220-0011 La marque distinctive des poules était une crête de croissance lamentablement légère de ces derniers jours, mais aussi étrangement et méconte Relatif respectable"
2086-149220-0012 THE CHICKEN CREPT THROUGH THE PALES OF THE COOP AND RAN WITH SOME SHOW OF LIVELINESS TO HER FEET WHILE CHANTICLEER AND THE LADIES OF HIS HOUSEHOLD REGARDED HER WITH QUEER SIDELONG GLANCES AND THEN CROAKED ONE TO ANOTHER AS IF COMMUNICATING THEIR SAGE OPINIONS OF HER CHARACTER,THE CHICKEN CREPT THROUGH THE PALES OF THE COOP AND RAN WITH SOME SHOW OF LIVELINESS TO HER FEET WHILE CHANTICLEER AND THE LADIES OF HIS HOUSEHOLD REGARDED HER WITH QUEER SIDELONG GLANCES AND THEN CROAKED ONE TO ANOTHER AS IF COMMUNICATING THEIR SAGE OPINIONS OF HER CHARACTER,,Le poulet s'est glissé à travers les pâles de la coopérative et a couru avec un peu de vivacité à ses pieds tandis que Chanticleer et les dames de sa maison la considéraient avec des regards de côté queer et puis crochait les uns comme s'ils communiquaient leurs opinions de sauge sur son personnage,2086-149220-0012 ,2086-149220-0012 Le poulet s'est glissé à travers les pâles de la coopérative et a couru avec un peu de vivacité à ses pieds tandis que Chanticleer et les dames de sa maison la considéraient avec des regards de côté queer et puis crochait les uns comme s'ils communiquaient leurs opinions de sauge sur son personnage
2086-149220-0013 SO WISE AS WELL AS ANTIQUE WAS THEIR ASPECT AS TO GIVE COLOR TO THE IDEA NOT MERELY THAT THEY WERE THE DESCENDANTS OF A TIME HONORED RACE BUT THAT THEY HAD EXISTED IN THEIR INDIVIDUAL CAPACITY EVER SINCE THE HOUSE OF THE SEVEN GABLES WAS FOUNDED AND WERE SOMEHOW MIXED UP WITH ITS DESTINY,SO WISE AS WELL AS ANTIQUE WAS THEIR ASPECT AS TO GIVE COLOR TO THE IDEA NOT MERELY THAT THEY WERE THE DESCENDANTS OF A TIME HONORED RACE BUT THAT THEY HAD EXISTED IN THEIR INDIVIDUAL CAPACITY EVER SINCE THE HOUSE OF THE SEVEN GABLES WAS FOUNDED AND WERE SOMEHOW MIXED UP WITH ITS DESTINY,,"Si sage ainsi que l'antiquité était leur aspect pour donner de la couleur à l'idée non seulement qu'ils étaient les descendants d'une race honorée du temps, mais qu'ils avaient existé dans leur capacité individuelle depuis que la maison des sept pignons a été fondée et était d'une manière ou d'une autre Mélangé à son destin",2086-149220-0013 ,"2086-149220-0013 Si sage ainsi que l'antiquité était leur aspect pour donner de la couleur à l'idée non seulement qu'ils étaient les descendants d'une race honorée du temps, mais qu'ils avaient existé dans leur capacité individuelle depuis que la maison des sept pignons a été fondée et était d'une manière ou d'une autre Mélangé à son destin"
2086-149220-0014 HE HELD A HOE IN HIS HAND AND WHILE PHOEBE WAS GONE IN QUEST OF THE CRUMBS HAD BEGUN TO BUSY HIMSELF WITH DRAWING UP FRESH EARTH ABOUT THE ROOTS OF THE TOMATOES,HE HELD A HOE IN HIS HAND AND WHILE PHOEBE WAS GONE IN QUEST OF THE CRUMBS HAD BEGUN TO BUSY HIMSELF WITH DRAWING UP FRESH EARTH ABOUT THE ROOTS OF THE TOMATOES,,"Il a tenu une houe à la main et pendant que Phoebe était partie à la recherche des miettes, il avait commencé à s'occuper de la terre fraîche sur les racines des tomates",2086-149220-0014 ,"2086-149220-0014 Il a tenu une houe à la main et pendant que Phoebe était partie à la recherche des miettes, il avait commencé à s'occuper de la terre fraîche sur les racines des tomates"
2086-149220-0015 THEY HAVE KNOWN ME MUCH LONGER BUT NEVER HONOR ME WITH ANY FAMILIARITY THOUGH HARDLY A DAY PASSES WITHOUT MY BRINGING THEM FOOD,THEY HAVE KNOWN ME MUCH LONGER BUT NEVER HONOR ME WITH ANY FAMILIARITY THOUGH HARDLY A DAY PASSES WITHOUT MY BRINGING THEM FOOD,,Ils m'ont connu beaucoup plus longtemps mais ne m'honorent jamais avec une familiarité bien qu'une journée passe sans que je ne leur apporte de la nourriture,2086-149220-0015 ,2086-149220-0015 Ils m'ont connu beaucoup plus longtemps mais ne m'honorent jamais avec une familiarité bien qu'une journée passe sans que je ne leur apporte de la nourriture
2086-149220-0016 MISS HEPZIBAH I SUPPOSE WILL INTERWEAVE THE FACT WITH HER OTHER TRADITIONS AND SET IT DOWN THAT THE FOWLS KNOW YOU TO BE A PYNCHEON,MISS HEPZIBAH I SUPPOSE WILL INTERWEAVE THE FACT WITH HER OTHER TRADITIONS AND SET IT DOWN THAT THE FOWLS KNOW YOU TO BE A PYNCHEON,,Mlle Hepzibah Je suppose que vous entreprendra le fait avec ses autres traditions et le démets que les volailles savent que vous êtes un pyncheon,2086-149220-0016 ,2086-149220-0016 Mlle Hepzibah Je suppose que vous entreprendra le fait avec ses autres traditions et le démets que les volailles savent que vous êtes un pyncheon
2086-149220-0017 AH BUT THESE HENS ANSWERED THE YOUNG MAN THESE HENS OF ARISTOCRATIC LINEAGE WOULD SCORN TO UNDERSTAND THE VULGAR LANGUAGE OF A BARN YARD FOWL,AH BUT THESE HENS ANSWERED THE YOUNG MAN THESE HENS OF ARISTOCRATIC LINEAGE WOULD SCORN TO UNDERSTAND THE VULGAR LANGUAGE OF A BARN YARD FOWL,,"Ah mais ces poules ont répondu au jeune homme, ces poules de la lignée aristocratique mériteraient de comprendre la langue vulgaire d'une volaille de grange",2086-149220-0017 ,"2086-149220-0017 Ah mais ces poules ont répondu au jeune homme, ces poules de la lignée aristocratique mériteraient de comprendre la langue vulgaire d'une volaille de grange"
2086-149220-0018 I PREFER TO THINK AND SO WOULD MISS HEPZIBAH THAT THEY RECOGNIZE THE FAMILY TONE FOR YOU ARE A PYNCHEON,I PREFER TO THINK AND SO WOULD MISS HEPZIBAH THAT THEY RECOGNIZE THE FAMILY TONE FOR YOU ARE A PYNCHEON,,Je préfère penser et manquerait Hepzibah qu'ils reconnaissent le ton de la famille car vous êtes un pyncheon,2086-149220-0018 ,2086-149220-0018 Je préfère penser et manquerait Hepzibah qu'ils reconnaissent le ton de la famille car vous êtes un pyncheon
2086-149220-0019 MY NAME IS PHOEBE PYNCHEON SAID THE GIRL WITH A MANNER OF SOME RESERVE FOR SHE WAS AWARE THAT HER NEW ACQUAINTANCE COULD BE NO OTHER THAN THE DAGUERREOTYPIST OF WHOSE LAWLESS PROPENSITIES THE OLD MAID HAD GIVEN HER A DISAGREEABLE IDEA,MY NAME IS PHOEBE PYNCHEON SAID THE GIRL WITH A MANNER OF SOME RESERVE FOR SHE WAS AWARE THAT HER NEW ACQUAINTANCE COULD BE NO OTHER THAN THE DAGUERREOTYPIST OF WHOSE LAWLESS PROPENSITIES THE OLD MAID HAD GIVEN HER A DISAGREEABLE IDEA,,Je m'appelle Phoebe Pyncheon a déclaré que la fille ayant une manière de réserve car elle savait que sa nouvelle connaissance ne pouvait être autre que la daguerréotypiste dont les propensions sans loi l'ont donné une idée désagréable,2086-149220-0019 ,2086-149220-0019 Je m'appelle Phoebe Pyncheon a déclaré que la fille ayant une manière de réserve car elle savait que sa nouvelle connaissance ne pouvait être autre que la daguerréotypiste dont les propensions sans loi l'ont donné une idée désagréable
2086-149220-0020 I TURN UP THE EARTH BY WAY OF PASTIME,I TURN UP THE EARTH BY WAY OF PASTIME,,Je monte la terre par voie de passe-temps,2086-149220-0020 ,2086-149220-0020 Je monte la terre par voie de passe-temps
2086-149220-0021 IT IS LIKE A BANDAGE OVER ONE'S EYES TO COME INTO IT,IT IS LIKE A BANDAGE OVER ONE'S EYES TO COME INTO IT,,C'est comme un pansement sur ses yeux pour y entrer,2086-149220-0021 ,2086-149220-0021 C'est comme un pansement sur ses yeux pour y entrer
2086-149220-0022 IF YOU WOULD PERMIT ME SAID THE ARTIST LOOKING AT PHOEBE I SHOULD LIKE TO TRY WHETHER THE DAGUERREOTYPE CAN BRING OUT DISAGREEABLE TRAITS ON A PERFECTLY AMIABLE FACE,IF YOU WOULD PERMIT ME SAID THE ARTIST LOOKING AT PHOEBE I SHOULD LIKE TO TRY WHETHER THE DAGUERREOTYPE CAN BRING OUT DISAGREEABLE TRAITS ON A PERFECTLY AMIABLE FACE,,"Si tu me permets, disons l'artiste regardant Phoebe, je voudrais essayer si le daguerréotype peut faire ressortir des traits désagréables sur un visage parfaitement aimable",2086-149220-0022 ,"2086-149220-0022 Si tu me permets, disons l'artiste regardant Phoebe, je voudrais essayer si le daguerréotype peut faire ressortir des traits désagréables sur un visage parfaitement aimable"
2086-149220-0023 MOST OF MY LIKENESSES DO LOOK UNAMIABLE BUT THE VERY SUFFICIENT REASON I FANCY IS BECAUSE THE ORIGINALS ARE SO,MOST OF MY LIKENESSES DO LOOK UNAMIABLE BUT THE VERY SUFFICIENT REASON I FANCY IS BECAUSE THE ORIGINALS ARE SO,,"La plupart de mes ressemblances ont l'air inamiables, mais la raison très suffisante que j'imagine est parce que les originaux sont ainsi",2086-149220-0023 ,"2086-149220-0023 La plupart de mes ressemblances ont l'air inamiables, mais la raison très suffisante que j'imagine est parce que les originaux sont ainsi"
2086-149220-0024 THERE IS A WONDERFUL INSIGHT IN HEAVEN'S BROAD AND SIMPLE SUNSHINE,THERE IS A WONDERFUL INSIGHT IN HEAVEN'S BROAD AND SIMPLE SUNSHINE,,Il y a une merveilleuse idée sous le soleil large et simple du paradis,2086-149220-0024 ,2086-149220-0024 Il y a une merveilleuse idée sous le soleil large et simple du paradis
2086-149220-0025 WHILE WE GIVE IT CREDIT ONLY FOR DEPICTING THE MEREST SURFACE IT ACTUALLY BRINGS OUT THE SECRET CHARACTER WITH A TRUTH THAT NO PAINTER WOULD EVER VENTURE UPON EVEN COULD HE DETECT IT,WHILE WE GIVE IT CREDIT ONLY FOR DEPICTING THE MEREST SURFACE IT ACTUALLY BRINGS OUT THE SECRET CHARACTER WITH A TRUTH THAT NO PAINTER WOULD EVER VENTURE UPON EVEN COULD HE DETECT IT,,"Alors que nous lui donnons le crédit uniquement d'avoir dépensé la surface de la moindre la plus mérite, il fait ressortir le personnage secret avec la vérité que aucun peintre ne s'aventurerait même, il pourrait le détecter",2086-149220-0025 ,"2086-149220-0025 Alors que nous lui donnons le crédit uniquement d'avoir dépensé la surface de la moindre la plus mérite, il fait ressortir le personnage secret avec la vérité que aucun peintre ne s'aventurerait même, il pourrait le détecter"
2086-149220-0026 YET THE ORIGINAL WEARS TO COMMON EYES A VERY DIFFERENT EXPRESSION,YET THE ORIGINAL WEARS TO COMMON EYES A VERY DIFFERENT EXPRESSION,,"Pourtant, l'original porte aux yeux communs une expression très différente",2086-149220-0026 ,"2086-149220-0026 Pourtant, l'original porte aux yeux communs une expression très différente"
2086-149220-0027 HE EXHIBITED A DAGUERREOTYPE MINIATURE IN A MOROCCO CASE,HE EXHIBITED A DAGUERREOTYPE MINIATURE IN A MOROCCO CASE,,Il a présenté une miniature de daguerréotype dans un cas marocain,2086-149220-0027 ,2086-149220-0027 Il a présenté une miniature de daguerréotype dans un cas marocain
2086-149220-0028 PHOEBE MERELY GLANCED AT IT AND GAVE IT BACK,PHOEBE MERELY GLANCED AT IT AND GAVE IT BACK,,Phoebe l'a simplement regardé et l'a rendu,2086-149220-0028 ,2086-149220-0028 Phoebe l'a simplement regardé et l'a rendu
2086-149220-0029 I CAN ASSURE YOU THAT THIS IS A MODERN FACE AND ONE WHICH YOU WILL VERY PROBABLY MEET,I CAN ASSURE YOU THAT THIS IS A MODERN FACE AND ONE WHICH YOU WILL VERY PROBABLY MEET,,Je peux vous assurer que c'est un visage moderne et que vous rencontrerez très probablement,2086-149220-0029 ,2086-149220-0029 Je peux vous assurer que c'est un visage moderne et que vous rencontrerez très probablement
2086-149220-0030 THE SUN AS YOU SEE TELLS QUITE ANOTHER STORY AND WILL NOT BE COAXED OUT OF IT AFTER HALF A DOZEN PATIENT ATTEMPTS ON MY PART,THE SUN AS YOU SEE TELLS QUITE ANOTHER STORY AND WILL NOT BE COAXED OUT OF IT AFTER HALF A DOZEN PATIENT ATTEMPTS ON MY PART,,Le Soleil comme vous le voyez raconte une autre histoire et ne sera pas enlevé après une demi-douzaine de tentatives de patient de ma part,2086-149220-0030 ,2086-149220-0030 Le Soleil comme vous le voyez raconte une autre histoire et ne sera pas enlevé après une demi-douzaine de tentatives de patient de ma part
2086-149220-0031 HERE WE HAVE THE MAN SLY SUBTLE HARD IMPERIOUS AND WITHAL COLD AS ICE LOOK AT THAT EYE,HERE WE HAVE THE MAN SLY SUBTLE HARD IMPERIOUS AND WITHAL COLD AS ICE LOOK AT THAT EYE,,"Ici, nous avons l'homme sournois dur",2086-149220-0031 ,"2086-149220-0031 Ici, nous avons l'homme sournois dur"
2086-149220-0032 AND YET IF YOU COULD ONLY SEE THE BENIGN SMILE OF THE ORIGINAL,AND YET IF YOU COULD ONLY SEE THE BENIGN SMILE OF THE ORIGINAL,,"Et pourtant, si vous ne pouviez voir que le sourire bénin de l'original",2086-149220-0032 ,"2086-149220-0032 Et pourtant, si vous ne pouviez voir que le sourire bénin de l'original"
2086-149220-0033 WELL I DON'T WISH TO SEE IT ANY MORE OBSERVED PHOEBE TURNING AWAY HER EYES IT IS CERTAINLY VERY LIKE THE OLD PORTRAIT,WELL I DON'T WISH TO SEE IT ANY MORE OBSERVED PHOEBE TURNING AWAY HER EYES IT IS CERTAINLY VERY LIKE THE OLD PORTRAIT,,"Eh bien, je ne souhaite pas le voir plus observé Phoebe lui détournant les yeux, c'est certainement très comme le vieux portrait",2086-149220-0033 ,"2086-149220-0033 Eh bien, je ne souhaite pas le voir plus observé Phoebe lui détournant les yeux, c'est certainement très comme le vieux portrait"
